latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight
14.43526,100.64077,338.58,0.44,0.38,2024-11-02,06:22,N,nominal,2.0NRT,297.81,4.07,D
14.54255,100.96539,331.1,0.43,0.38,2024-11-02,06:22,N,nominal,2.0NRT,295.82,1.95,D
14.58722,101.13203,342.79,0.42,0.38,2024-11-02,06:22,N,nominal,2.0NRT,299.81,3.96,D
14.59068,101.13143,344.13,0.42,0.38,2024-11-02,06:22,N,nominal,2.0NRT,299.76,3.96,D
14.59004,101.12738,335.75,0.42,0.38,2024-11-02,06:22,N,nominal,2.0NRT,301.87,3.96,D
14.96829,100.29698,329.86,0.45,0.39,2024-11-02,06:22,N,nominal,2.0NRT,294.13,1.72,D
15.0843,100.499,330.49,0.44,0.38,2024-11-02,06:22,N,nominal,2.0NRT,295.43,2.54,D
15.10926,100.62846,343.06,0.44,0.38,2024-11-02,06:22,N,nominal,2.0NRT,295.99,6.27,D
15.27086,100.42545,338.01,0.44,0.39,2024-11-02,06:22,N,nominal,2.0NRT,295.89,3.18,D
15.21582,100.0303,329.7,0.46,0.39,2024-11-02,06:22,N,nominal,2.0NRT,293.94,1.49,D
15.21729,99.99483,333.29,0.46,0.39,2024-11-02,06:22,N,nominal,2.0NRT,295.16,2.72,D
15.34417,100.58451,332,0.44,0.38,2024-11-02,06:22,N,nominal,2.0NRT,298.72,3.87,D
15.49869,101.3454,335.2,0.41,0.37,2024-11-02,06:22,N,nominal,2.0NRT,295.92,2.32,D
15.57055,101.24707,333.98,0.41,0.37,2024-11-02,06:22,N,nominal,2.0NRT,296.42,2.84,D
15.86955,100.56963,333.88,0.43,0.38,2024-11-02,06:22,N,nominal,2.0NRT,293.23,2.49,D
15.87245,99.93368,331.87,0.46,0.39,2024-11-02,06:22,N,nominal,2.0NRT,294.49,3.84,D
16.04883,100.74355,350.48,0.42,0.38,2024-11-02,06:22,N,nominal,2.0NRT,299.13,5.09,D
16.03188,100.32631,340.53,0.44,0.38,2024-11-02,06:22,N,nominal,2.0NRT,295.44,9.2,D
16.19345,99.35403,336.75,0.48,0.4,2024-11-02,06:22,N,nominal,2.0NRT,293.62,5.6,D
15.98938,97.6882,334.47,0.4,0.44,2024-11-02,06:22,N,nominal,2.0NRT,294.83,2.47,D
16.65665,100.25715,339.26,0.43,0.38,2024-11-02,06:22,N,nominal,2.0NRT,296.99,5.97,D
16.72005,100.29179,341.09,0.43,0.38,2024-11-02,06:22,N,nominal,2.0NRT,296.85,6.25,D
17.23583,100.11052,332.15,0.44,0.38,2024-11-02,06:22,N,nominal,2.0NRT,296.97,1.33,D
17.23934,100.10989,334.64,0.44,0.38,2024-11-02,06:22,N,nominal,2.0NRT,298.54,3.98,D
17.12103,99.28392,328.07,0.47,0.4,2024-11-02,06:22,N,nominal,2.0NRT,294.7,2.35,D
17.12101,99.28515,329.97,0.47,0.4,2024-11-02,06:22,N,nominal,2.0NRT,296.55,3.18,D
17.54566,101.68714,331.52,0.39,0.36,2024-11-02,06:22,N,nominal,2.0NRT,297.2,5.54,D
17.2406,99.79102,334.51,0.45,0.39,2024-11-02,06:22,N,nominal,2.0NRT,298.89,3.02,D
17.23286,99.59177,331.47,0.46,0.39,2024-11-02,06:22,N,nominal,2.0NRT,296.94,2.69,D
17.50614,100.05997,332.06,0.43,0.38,2024-11-02,06:22,N,nominal,2.0NRT,296.85,2.38,D
17.50953,99.79621,344.84,0.44,0.39,2024-11-02,06:22,N,nominal,2.0NRT,297.75,5.51,D
17.56184,100.00368,334.55,0.44,0.38,2024-11-02,06:22,N,nominal,2.0NRT,297.27,4.18,D
17.56172,100.00415,334.28,0.44,0.38,2024-11-02,06:22,N,nominal,2.0NRT,297.55,4.28,D
17.64488,100.13566,332.93,0.43,0.38,2024-11-02,06:22,N,nominal,2.0NRT,299.74,3.23,D
17.70137,100.19601,341.51,0.43,0.38,2024-11-02,06:22,N,nominal,2.0NRT,296.3,4.23,D
17.7027,100.19619,336.39,0.43,0.38,2024-11-02,06:22,N,nominal,2.0NRT,296.18,2.88,D
17.75785,100.16165,338.02,0.43,0.38,2024-11-02,06:22,N,nominal,2.0NRT,296.58,4.83,D
17.37172,96.53365,348.53,0.45,0.47,2024-11-02,06:22,N,nominal,2.0NRT,294.89,8.35,D
18.21793,100.12655,352.46,0.43,0.38,2024-11-02,06:22,N,nominal,2.0NRT,297.69,9.21,D
18.2716,100.22785,340.58,0.42,0.38,2024-11-02,06:22,N,nominal,2.0NRT,297.07,5.5,D
18.26879,100.14639,332.95,0.42,0.38,2024-11-02,06:22,N,nominal,2.0NRT,298.32,5.29,D
18.27225,100.14577,332.66,0.42,0.38,2024-11-02,06:22,N,nominal,2.0NRT,299.27,5.64,D
14.30637,101.13107,330.6,0.42,0.38,2024-11-02,06:22,N,nominal,2.0NRT,298.05,1.8,D
14.1853,100.17433,332.59,0.47,0.39,2024-11-02,06:22,N,nominal,2.0NRT,297.66,3.3,D
14.30926,100.66158,339.62,0.44,0.39,2024-11-02,06:22,N,nominal,2.0NRT,297.75,2.16,D
14.3494,100.53265,330.6,0.45,0.39,2024-11-02,06:22,N,nominal,2.0NRT,296.85,1.07,D
17.84824,96.76713,330.4,0.42,0.45,2024-11-02,06:22,N,nominal,2.0NRT,295.42,3.91,D
18.47544,100.21292,328.97,0.42,0.38,2024-11-02,06:22,N,nominal,2.0NRT,296.05,2.07,D
17.86602,96.76787,327.76,0.42,0.45,2024-11-02,06:22,N,nominal,2.0NRT,295.59,2.15,D
14.24368,101.08087,335.08,0.43,0.38,2024-11-02,06:22,N,nominal,2.0NRT,297.06,2.14,D
14.4937,101.03873,338.8,0.43,0.38,2024-11-02,06:22,N,nominal,2.0NRT,299.06,3.46,D
17.4357,95.35943,330.01,0.53,0.5,2024-11-02,06:22,N,nominal,2.0NRT,293.88,3.69,D
14.5396,101.07947,336.11,0.42,0.38,2024-11-02,06:22,N,nominal,2.0NRT,297.44,2.05,D
14.59349,101.12678,340.57,0.42,0.38,2024-11-02,06:22,N,nominal,2.0NRT,300.27,7.13,D
14.62362,101.03763,347.07,0.42,0.38,2024-11-02,06:22,N,nominal,2.0NRT,299.68,5.16,D
14.63355,101.07666,332.55,0.42,0.38,2024-11-02,06:22,N,nominal,2.0NRT,299.97,2.9,D
14.62709,101.03706,345.2,0.42,0.38,2024-11-02,06:22,N,nominal,2.0NRT,299.65,5.16,D
14.58019,100.75049,330.64,0.44,0.38,2024-11-02,06:22,N,nominal,2.0NRT,298.77,1.19,D
14.66155,100.85203,342.23,0.43,0.38,2024-11-02,06:22,N,nominal,2.0NRT,298.32,3.02,D
14.91163,101.47703,332.93,0.41,0.37,2024-11-02,06:22,N,nominal,2.0NRT,291.13,1.77,D
14.99941,101.28532,330.24,0.41,0.37,2024-11-02,06:22,N,nominal,2.0NRT,292.63,2.1,D
14.88566,100.56546,331.34,0.44,0.38,2024-11-02,06:22,N,nominal,2.0NRT,297.47,4.32,D
14.95354,100.25217,334.22,0.45,0.39,2024-11-02,06:22,N,nominal,2.0NRT,296.53,3.15,D
20.27201,99.94128,333.28,0.41,0.37,2024-11-02,06:25,N,nominal,2.0NRT,299.89,2.9,D
20.29105,100.03503,328.14,0.41,0.37,2024-11-02,06:25,N,nominal,2.0NRT,298.21,0.74,D
20.37063,99.98396,326.82,0.41,0.37,2024-11-02,06:25,N,nominal,2.0NRT,299.5,2.92,D
20.37405,99.98334,335.77,0.41,0.37,2024-11-02,06:25,N,nominal,2.0NRT,299.31,2.92,D
20.38343,99.9978,326.31,0.41,0.37,2024-11-02,06:25,N,nominal,2.0NRT,300.03,1.86,D
20.37514,99.94664,335.26,0.41,0.37,2024-11-02,06:25,N,nominal,2.0NRT,300.61,2.93,D
20.37766,99.94628,345.9,0.41,0.37,2024-11-02,06:25,N,nominal,2.0NRT,300.74,6.04,D
19.95335,96.95572,331.76,0.57,0.43,2024-11-02,06:25,N,nominal,2.0NRT,298.75,3.92,D
17.61583,95.19285,338.71,0.54,0.51,2024-11-02,06:25,N,nominal,2.0NRT,293.26,5.48,D
18.07869,96.74631,328.39,0.42,0.45,2024-11-02,06:25,N,nominal,2.0NRT,296.78,2.24,D
18.07929,96.74628,333.22,0.42,0.45,2024-11-02,06:25,N,nominal,2.0NRT,296.46,3.02,D
18.29317,96.54304,328.35,0.43,0.46,2024-11-02,06:25,N,nominal,2.0NRT,295.5,3.3,D
20.14548,100.27795,331.29,0.41,0.37,2024-11-02,06:25,N,nominal,2.0NRT,297.14,3.01,D
20.09924,101.43475,334.56,0.39,0.36,2024-11-02,06:25,N,nominal,2.0NRT,303.19,2.27,D
21.31913,99.5836,330.9,0.42,0.37,2024-11-02,06:25,N,nominal,2.0NRT,299,2.56,D
21.32666,99.5863,329.77,0.42,0.37,2024-11-02,06:25,N,nominal,2.0NRT,297.84,2.18,D
21.71766,99.39053,340.45,0.42,0.38,2024-11-02,06:25,N,nominal,2.0NRT,297.48,4.67,D
22.87439,99.10295,333.37,0.42,0.38,2024-11-02,06:25,N,nominal,2.0NRT,296.07,4.45,D
18.81888,95.33052,329.89,0.5,0.49,2024-11-02,06:25,N,nominal,2.0NRT,294.97,4.67,D
18.9522,96.32335,328.32,0.43,0.46,2024-11-02,06:25,N,nominal,2.0NRT,297.08,2,D
18.91212,96.41153,331.53,0.43,0.46,2024-11-02,06:25,N,nominal,2.0NRT,297.87,2.92,D
20.4846,99.48591,326.13,0.43,0.38,2024-11-02,06:25,N,nominal,2.0NRT,297.02,1.23,D
19.31537,99.18073,327.09,0.45,0.39,2024-11-02,06:25,N,low,2.0NRT,298.18,3.1,D
18.51681,96.50674,327.15,0.43,0.46,2024-11-02,06:25,N,nominal,2.0NRT,296.29,1.94,D
19.27599,100.96203,330.45,0.4,0.37,2024-11-02,06:25,N,nominal,2.0NRT,295.16,2.52,D
20.19448,99.87367,332.92,0.42,0.37,2024-11-02,06:25,N,nominal,2.0NRT,300.07,4.17,D
24.22333,96.14358,343.6,0.54,0.42,2024-11-02,06:27,N,nominal,2.0NRT,298.09,20.63,D
23.87581,94.24631,335.36,0.47,0.48,2024-11-02,06:27,N,nominal,2.0NRT,296.75,4.92,D
24.80465,98.22529,332.17,0.43,0.38,2024-11-02,06:27,N,nominal,2.0NRT,296.4,1.92,D
24.10499,94.34821,340.77,0.46,0.47,2024-11-02,06:27,N,nominal,2.0NRT,296.47,6.61,D
24.37963,93.68244,333.87,0.5,0.49,2024-11-02,06:27,N,nominal,2.0NRT,294.95,7,D
22.78519,86.2019,336.13,0.76,0.77,2024-11-02,06:27,N,nominal,2.0NRT,295.96,9.06,D
25.33759,97.04812,331.64,0.47,0.4,2024-11-02,06:27,N,nominal,2.0NRT,296.08,4.28,D
25.83046,96.6558,340.75,0.49,0.4,2024-11-02,06:27,N,nominal,2.0NRT,296.79,4.65,D
26.14043,93.72774,340.06,0.46,0.47,2024-11-02,06:27,N,nominal,2.0NRT,293.94,4.7,D
27.12495,97.53331,328.5,0.43,0.38,2024-11-02,06:27,N,nominal,2.0NRT,295.28,2.77,D
26.77144,94.50738,329.9,0.4,0.44,2024-11-02,06:27,N,nominal,2.0NRT,295.24,1.75,D
27.75912,96.02687,329.58,0.49,0.4,2024-11-02,06:27,N,nominal,2.0NRT,295.3,3.84,D
39.84277,98.27444,334.33,0.4,0.37,2024-11-02,06:29,N,nominal,2.0NRT,295.06,4.44,D
37.34199,96.72761,337.41,0.39,0.36,2024-11-02,06:29,N,nominal,2.0NRT,293.54,12.47,D
36.5894,101.48855,325.12,0.46,0.39,2024-11-02,06:29,N,nominal,2.0NRT,293.93,2.79,D
39.8419,98.27323,331.95,0.4,0.37,2024-11-02,06:29,N,nominal,2.0NRT,295.02,3.9,D
10.79266,78.01292,330.23,0.39,0.36,2024-11-02,08:01,N,nominal,2.0NRT,294.31,1.9,D
10.63004,77.4669,336.59,0.4,0.37,2024-11-02,08:01,N,nominal,2.0NRT,296.66,3.01,D
9.29491,79.06944,337.04,0.38,0.36,2024-11-02,08:01,N,nominal,2.0NRT,295.45,5.41,D
12.13476,77.0153,329.06,0.4,0.37,2024-11-02,08:01,N,nominal,2.0NRT,296.48,1.6,D
