latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight
5.65546,100.57558,340.26,0.38,0.36,2024-11-01,06:37,N,nominal,2.0NRT,295.71,5.68,D
9.00617,99.16006,327.46,0.39,0.36,2024-11-01,06:40,N,nominal,2.0NRT,293.39,2.03,D
8.93256,99.05943,338.67,0.39,0.36,2024-11-01,06:40,N,nominal,2.0NRT,290.27,1.41,D
15.34402,99.75372,336.94,0.4,0.37,2024-11-01,06:40,N,nominal,2.0NRT,297.66,4.21,D
15.2985,99.9695,339.41,0.4,0.37,2024-11-01,06:40,N,nominal,2.0NRT,297.28,5.49,D
15.25488,100.00293,330.91,0.4,0.37,2024-11-01,06:40,N,nominal,2.0NRT,298.1,1.7,D
15.23425,100.12482,342.42,0.4,0.37,2024-11-01,06:40,N,nominal,2.0NRT,299.06,4.96,D
15.23425,100.12514,339.4,0.4,0.37,2024-11-01,06:40,N,nominal,2.0NRT,298.86,3.19,D
15.2204,101.07587,344.7,0.43,0.38,2024-11-01,06:40,N,nominal,2.0NRT,300.47,5.87,D
14.98112,100.57158,332.1,0.41,0.37,2024-11-01,06:40,N,nominal,2.0NRT,296.83,1.77,D
14.96936,100.55757,340.4,0.41,0.37,2024-11-01,06:40,N,nominal,2.0NRT,297.46,6.33,D
14.92257,100.52538,330.21,0.41,0.37,2024-11-01,06:40,N,nominal,2.0NRT,297.59,2.13,D
14.6783,100.95525,337.6,0.42,0.38,2024-11-01,06:40,N,nominal,2.0NRT,297.3,3.85,D
14.36503,100.81776,334.86,0.42,0.38,2024-11-01,06:40,N,nominal,2.0NRT,294.14,3.18,D
14.32126,100.74924,334.14,0.42,0.37,2024-11-01,06:40,N,nominal,2.0NRT,296.24,1.71,D
14.15132,100.80637,330.59,0.42,0.37,2024-11-01,06:40,N,nominal,2.0NRT,297.48,1.26,D
14.07356,100.41013,332.12,0.4,0.37,2024-11-01,06:40,N,nominal,2.0NRT,298.27,8.67,D
14.03422,100.16548,346.37,0.4,0.37,2024-11-01,06:40,N,nominal,2.0NRT,297.65,5.32,D
14.05995,100.41219,337.27,0.4,0.37,2024-11-01,06:40,N,nominal,2.0NRT,297.54,2.42,D
14.04811,100.40253,338.66,0.4,0.37,2024-11-01,06:40,N,nominal,2.0NRT,297.09,7.62,D
10.75075,99.22528,335.64,0.38,0.36,2024-11-01,06:40,N,nominal,2.0NRT,297.12,3.37,D
9.00563,99.15654,331.18,0.39,0.36,2024-11-01,06:40,N,nominal,2.0NRT,292.93,2.03,D
10.55291,99.23544,329.23,0.38,0.36,2024-11-01,06:40,N,nominal,2.0NRT,296.51,0.98,D
18.07271,100.13782,336.3,0.42,0.38,2024-11-01,06:42,N,nominal,2.0NRT,299.26,6.82,D
18.07215,100.13383,332.84,0.42,0.38,2024-11-01,06:42,N,nominal,2.0NRT,298.75,3.95,D
18.26381,101.43749,333.61,0.48,0.4,2024-11-01,06:42,N,nominal,2.0NRT,299.94,5.07,D
17.46533,95.56993,330.08,0.42,0.38,2024-11-01,06:42,N,nominal,2.0NRT,300.33,2.13,D
18.27626,100.23142,335.48,0.43,0.38,2024-11-01,06:42,N,nominal,2.0NRT,300.88,4.11,D
17.68,95.91645,331.14,0.41,0.37,2024-11-01,06:42,N,nominal,2.0NRT,300.56,2.08,D
17.84096,96.79523,331.49,0.39,0.36,2024-11-01,06:42,N,nominal,2.0NRT,298.7,1.83,D
17.69802,95.89732,334.9,0.41,0.37,2024-11-01,06:42,N,nominal,2.0NRT,300.85,5.15,D
