latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight,source_file
30.20713,75.95908,342.55,0.44,0.46,2024-11-01,08:26,N,nominal,2.0NRT,308.26,15.67,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024306.txt
30.12617,75.27899,336.18,0.4,0.44,2024-11-01,08:26,N,nominal,2.0NRT,305.52,2.39,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024306.txt
30.13026,75.31663,342.8,0.4,0.44,2024-11-01,08:26,N,nominal,2.0NRT,306.04,4.69,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024306.txt
30.20764,76.04769,343.64,0.44,0.46,2024-11-01,08:26,N,nominal,2.0NRT,307.55,5.33,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024306.txt
30.12615,75.31721,339.62,0.4,0.44,2024-11-01,08:26,N,nominal,2.0NRT,305.49,2.55,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024306.txt
30.13756,75.42285,338.93,0.41,0.45,2024-11-01,08:26,N,nominal,2.0NRT,306.34,5.53,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024306.txt
30.16198,75.65178,340.9,0.42,0.45,2024-11-01,08:26,N,nominal,2.0NRT,306.05,5.34,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024306.txt
30.20667,76.08072,342.17,0.44,0.46,2024-11-01,08:26,N,nominal,2.0NRT,306.87,4.42,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024306.txt
30.16754,75.74503,341.97,0.42,0.45,2024-11-01,08:26,N,nominal,2.0NRT,305.72,7.34,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024306.txt
30.16241,75.73672,333.51,0.42,0.45,2024-11-01,08:26,N,nominal,2.0NRT,304.64,1.57,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024306.txt
30.17215,75.8716,342.02,0.43,0.46,2024-11-01,08:26,N,nominal,2.0NRT,305.31,5.78,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024306.txt
30.19046,76.04994,344.48,0.44,0.46,2024-11-01,08:26,N,nominal,2.0NRT,305.62,5.82,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024306.txt
30.12961,75.54578,342.75,0.41,0.45,2024-11-01,08:26,N,nominal,2.0NRT,305.43,3.85,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024306.txt
30.21799,76.41174,341.63,0.46,0.47,2024-11-01,08:26,N,nominal,2.0NRT,308.0,7.53,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024306.txt
30.17525,76.02852,335.71,0.44,0.46,2024-11-01,08:26,N,nominal,2.0NRT,305.25,2.8,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024306.txt
30.17096,76.02909,341.19,0.44,0.46,2024-11-01,08:26,N,nominal,2.0NRT,306.06,2.8,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024306.txt
30.06014,75.01348,335.11,0.39,0.44,2024-11-01,08:26,N,nominal,2.0NRT,307.73,3.11,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024306.txt
30.20853,76.4972,335.67,0.47,0.48,2024-11-01,08:26,N,nominal,2.0NRT,303.22,4.29,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024306.txt
30.15903,76.04005,345.44,0.44,0.46,2024-11-01,08:26,N,nominal,2.0NRT,315.25,48.58,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024306.txt
30.05186,75.08867,341.96,0.39,0.44,2024-11-01,08:26,N,nominal,2.0NRT,307.24,3.56,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024306.txt
30.11384,75.72086,343.99,0.42,0.45,2024-11-01,08:26,N,nominal,2.0NRT,308.57,8.06,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024306.txt
30.18147,76.40172,341.42,0.46,0.47,2024-11-01,08:26,N,nominal,2.0NRT,303.75,5.39,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024306.txt
30.10244,75.65102,341.31,0.42,0.45,2024-11-01,08:26,N,nominal,2.0NRT,308.31,7.2,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024306.txt
30.10828,75.70818,355.46,0.42,0.45,2024-11-01,08:26,N,nominal,2.0NRT,311.15,11.63,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024306.txt
30.17709,76.40229,342.17,0.46,0.47,2024-11-01,08:26,N,nominal,2.0NRT,311.74,16.34,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024306.txt
30.10122,75.72259,348.2,0.42,0.45,2024-11-01,08:26,N,nominal,2.0NRT,308.04,6.0,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024306.txt
30.04852,75.25182,342.78,0.4,0.44,2024-11-01,08:26,N,nominal,2.0NRT,310.42,11.19,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024306.txt
30.07658,75.52245,340.81,0.41,0.45,2024-11-01,08:26,N,nominal,2.0NRT,306.82,5.59,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024306.txt
30.11995,75.9522,330.89,0.43,0.46,2024-11-01,08:26,N,nominal,2.0NRT,304.78,1.71,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024306.txt
30.13175,76.07182,336.29,0.44,0.46,2024-11-01,08:26,N,nominal,2.0NRT,306.13,2.26,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024306.txt
30.17417,76.51154,333.79,0.47,0.48,2024-11-01,08:26,N,nominal,2.0NRT,303.98,1.6,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024306.txt
30.09599,75.63361,335.31,0.42,0.45,2024-11-01,08:26,N,nominal,2.0NRT,304.8,1.69,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024306.txt
30.17729,76.40082,355.44,0.46,0.47,2024-11-01,08:26,N,nominal,2.0NRT,311.33,14.57,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024306.txt
30.04974,75.25149,346.71,0.4,0.44,2024-11-01,08:26,N,nominal,2.0NRT,309.29,12.47,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024306.txt
30.07955,75.52161,342.23,0.41,0.45,2024-11-01,08:26,N,nominal,2.0NRT,304.58,5.15,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024306.txt
30.10131,75.72192,341.92,0.42,0.45,2024-11-01,08:26,N,nominal,2.0NRT,309.28,6.68,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024306.txt
30.13459,76.07508,337.18,0.44,0.46,2024-11-01,08:26,N,nominal,2.0NRT,305.79,3.08,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024306.txt
30.01813,76.19277,340.03,0.45,0.47,2024-11-01,08:26,N,nominal,2.0NRT,307.75,2.08,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024306.txt
30.06875,76.73808,340.83,0.48,0.48,2024-11-01,08:26,N,nominal,2.0NRT,304.54,6.34,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024306.txt
29.9861,75.96784,342.23,0.43,0.46,2024-11-01,08:26,N,nominal,2.0NRT,306.87,6.47,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024306.txt
30.06727,76.76904,331.83,0.48,0.48,2024-11-01,08:26,N,nominal,2.0NRT,303.18,3.39,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024306.txt
29.98468,75.99571,330.77,0.44,0.46,2024-11-01,08:26,N,low,2.0NRT,304.59,2.56,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024306.txt
29.91148,75.34636,339.18,0.4,0.44,2024-11-01,08:26,N,nominal,2.0NRT,307.67,4.19,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024306.txt
29.91284,75.35889,347.84,0.4,0.44,2024-11-01,08:26,N,nominal,2.0NRT,309.23,13.4,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024306.txt
29.94444,75.65333,338.36,0.42,0.45,2024-11-01,08:26,N,nominal,2.0NRT,304.05,3.26,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024306.txt
29.94953,75.70136,338.01,0.42,0.45,2024-11-01,08:26,N,nominal,2.0NRT,306.18,3.0,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024306.txt
29.93332,75.6284,335.06,0.41,0.45,2024-11-01,08:26,N,nominal,2.0NRT,305.46,6.74,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024306.txt
29.93378,75.63274,341.78,0.42,0.45,2024-11-01,08:26,N,nominal,2.0NRT,308.24,6.74,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024306.txt
29.94438,75.73323,341.55,0.42,0.45,2024-11-01,08:26,N,nominal,2.0NRT,306.31,4.1,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024306.txt
29.89963,75.35225,349.68,0.4,0.44,2024-11-01,08:26,N,nominal,2.0NRT,306.16,4.72,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024306.txt
29.89957,75.39051,341.96,0.4,0.44,2024-11-01,08:26,N,nominal,2.0NRT,306.13,5.36,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024306.txt
30.21173,75.12038,333.97,0.39,0.44,2024-11-01,08:26,N,nominal,2.0NRT,304.64,1.56,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024306.txt
30.35862,76.53023,338.12,0.47,0.48,2024-11-01,08:26,N,nominal,2.0NRT,304.52,4.36,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024306.txt
29.9511,75.9633,331.48,0.43,0.46,2024-11-01,08:26,N,nominal,2.0NRT,304.73,1.67,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024306.txt
29.96359,76.12904,343.13,0.44,0.46,2024-11-01,08:26,N,nominal,2.0NRT,307.67,22.36,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024306.txt
29.95334,76.20126,347.5,0.45,0.47,2024-11-01,08:26,N,nominal,2.0NRT,309.25,14.32,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024306.txt
29.90511,75.76537,341.09,0.42,0.45,2024-11-01,08:26,N,nominal,2.0NRT,305.62,4.11,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024306.txt
29.91069,75.90462,335.48,0.43,0.46,2024-11-01,08:26,N,nominal,2.0NRT,304.43,3.4,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024306.txt
29.88964,75.78091,342.34,0.42,0.45,2024-11-01,08:26,N,nominal,2.0NRT,305.0,3.44,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024306.txt
29.9115,75.90253,332.39,0.43,0.46,2024-11-01,08:26,N,low,2.0NRT,306.07,1.98,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024306.txt
29.88964,75.77907,341.36,0.42,0.45,2024-11-01,08:26,N,nominal,2.0NRT,305.02,2.22,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024306.txt
29.84697,75.42637,338.12,0.4,0.44,2024-11-01,08:26,N,nominal,2.0NRT,306.23,8.43,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024306.txt
29.84743,75.43057,341.64,0.4,0.44,2024-11-01,08:26,N,nominal,2.0NRT,305.17,9.01,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024306.txt
29.89448,75.86396,344.27,0.43,0.46,2024-11-01,08:26,N,nominal,2.0NRT,305.73,3.59,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024306.txt
29.8818,75.86565,342.06,0.43,0.46,2024-11-01,08:26,N,nominal,2.0NRT,309.4,7.88,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024306.txt
29.90567,76.09228,333.63,0.44,0.46,2024-11-01,08:26,N,low,2.0NRT,305.79,4.43,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024306.txt
29.90138,76.09284,340.87,0.44,0.46,2024-11-01,08:26,N,nominal,2.0NRT,304.19,4.43,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024306.txt
29.94274,76.53956,337.14,0.47,0.48,2024-11-01,08:26,N,nominal,2.0NRT,304.46,4.15,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024306.txt
29.81178,75.33363,346.91,0.4,0.44,2024-11-01,08:26,N,nominal,2.0NRT,308.18,7.5,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024306.txt
29.8136,75.35027,340.13,0.4,0.44,2024-11-01,08:26,N,nominal,2.0NRT,305.06,2.87,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024306.txt
29.82182,75.4256,354.71,0.4,0.44,2024-11-01,08:26,N,nominal,2.0NRT,307.03,10.93,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024306.txt
29.84715,75.70024,352.88,0.42,0.45,2024-11-01,08:26,N,nominal,2.0NRT,306.7,6.6,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024306.txt
29.78325,75.26208,331.76,0.39,0.44,2024-11-01,08:26,N,nominal,2.0NRT,304.22,1.6,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024306.txt
29.90796,76.54897,333.02,0.47,0.48,2024-11-01,08:26,N,nominal,2.0NRT,301.88,2.71,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024306.txt
29.77317,75.32219,339.02,0.4,0.44,2024-11-01,08:26,N,nominal,2.0NRT,304.37,1.92,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024306.txt
29.79106,75.48984,330.45,0.41,0.45,2024-11-01,08:26,N,low,2.0NRT,304.87,1.84,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024306.txt
29.77397,75.36849,352.16,0.4,0.44,2024-11-01,08:26,N,nominal,2.0NRT,309.15,11.12,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024306.txt
29.85927,76.19228,348.47,0.45,0.47,2024-11-01,08:26,N,nominal,2.0NRT,306.64,7.87,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024306.txt
29.81303,75.78049,342.78,0.42,0.45,2024-11-01,08:26,N,nominal,2.0NRT,307.41,4.33,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024306.txt
29.84751,76.11865,341.81,0.44,0.46,2024-11-01,08:26,N,nominal,2.0NRT,304.7,5.8,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024306.txt
29.80248,75.71964,367.0,0.42,0.45,2024-11-01,08:26,N,high,2.0NRT,307.86,7.89,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024306.txt
29.7983,75.7202,341.74,0.42,0.45,2024-11-01,08:26,N,nominal,2.0NRT,306.76,3.61,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024306.txt
29.72394,75.17088,335.57,0.39,0.44,2024-11-01,08:26,N,nominal,2.0NRT,305.17,4.54,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024306.txt
29.73523,75.27719,330.48,0.39,0.44,2024-11-01,08:26,N,nominal,2.0NRT,304.8,1.44,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024306.txt
29.71989,75.17146,341.15,0.39,0.44,2024-11-01,08:26,N,nominal,2.0NRT,306.61,4.54,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024306.txt
29.72371,75.17052,336.17,0.39,0.44,2024-11-01,08:26,N,nominal,2.0NRT,305.28,5.19,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024306.txt
29.71966,75.1711,343.12,0.39,0.44,2024-11-01,08:26,N,nominal,2.0NRT,308.27,5.19,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024306.txt
29.77553,75.7135,336.99,0.42,0.45,2024-11-01,08:26,N,nominal,2.0NRT,306.23,3.47,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024306.txt
29.78891,75.87702,336.8,0.43,0.46,2024-11-01,08:26,N,nominal,2.0NRT,304.23,2.08,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024306.txt
29.74704,75.52966,344.01,0.41,0.45,2024-11-01,08:26,N,nominal,2.0NRT,308.6,11.92,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024306.txt
29.83401,76.34653,346.44,0.45,0.47,2024-11-01,08:26,N,nominal,2.0NRT,305.57,15.2,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024306.txt
29.74526,75.59052,336.68,0.41,0.45,2024-11-01,08:26,N,nominal,2.0NRT,304.23,2.68,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024306.txt
29.74436,75.82002,336.69,0.42,0.45,2024-11-01,08:26,N,nominal,2.0NRT,304.96,2.2,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024306.txt
29.75135,75.88657,353.71,0.43,0.46,2024-11-01,08:26,N,nominal,2.0NRT,314.45,32.1,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024306.txt
29.7258,75.72469,341.69,0.42,0.45,2024-11-01,08:26,N,nominal,2.0NRT,307.39,2.78,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024306.txt
29.72155,75.76515,341.97,0.42,0.45,2024-11-01,08:26,N,nominal,2.0NRT,308.5,6.22,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024306.txt
29.81305,76.66873,334.6,0.47,0.48,2024-11-01,08:26,N,nominal,2.0NRT,303.05,1.93,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024306.txt
29.72258,75.94025,331.04,0.43,0.46,2024-11-01,08:26,N,low,2.0NRT,301.72,5.63,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024306.txt
29.71788,75.93634,338.6,0.43,0.46,2024-11-01,08:26,N,nominal,2.0NRT,304.61,6.88,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024306.txt
29.71834,75.94083,341.11,0.43,0.46,2024-11-01,08:26,N,nominal,2.0NRT,305.96,5.63,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024306.txt
29.63642,75.31567,344.26,0.4,0.44,2024-11-01,08:26,N,nominal,2.0NRT,316.44,46.84,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024306.txt
29.69381,75.95322,348.95,0.43,0.46,2024-11-01,08:26,N,nominal,2.0NRT,305.32,12.03,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024306.txt
29.6905,75.95284,353.61,0.43,0.46,2024-11-01,08:26,N,nominal,2.0NRT,312.88,30.19,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024306.txt
29.67639,75.98203,343.71,0.43,0.46,2024-11-01,08:26,N,nominal,2.0NRT,305.11,4.99,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024306.txt
29.63048,75.71066,341.28,0.42,0.45,2024-11-01,08:26,N,nominal,2.0NRT,305.16,3.29,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024306.txt
29.6346,75.8297,345.45,0.42,0.45,2024-11-01,08:26,N,nominal,2.0NRT,306.9,4.92,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024306.txt
29.65279,76.00346,334.66,0.43,0.46,2024-11-01,08:26,N,nominal,2.0NRT,303.18,3.25,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024306.txt
29.73402,76.85458,330.64,0.48,0.48,2024-11-01,08:26,N,nominal,2.0NRT,303.88,2.59,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024306.txt
29.61266,75.82375,341.91,0.42,0.45,2024-11-01,08:26,N,nominal,2.0NRT,304.91,14.13,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024306.txt
30.09764,75.76733,355.96,0.42,0.45,2024-11-01,08:26,N,nominal,2.0NRT,306.85,8.38,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024306.txt
30.17558,76.51474,332.89,0.47,0.48,2024-11-01,08:26,N,low,2.0NRT,303.66,1.85,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024306.txt
30.0481,75.3876,331.12,0.4,0.44,2024-11-01,08:26,N,low,2.0NRT,304.89,2.16,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024306.txt
30.09776,75.84882,341.73,0.43,0.46,2024-11-01,08:26,N,nominal,2.0NRT,306.9,5.45,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024306.txt
30.07325,75.65884,343.81,0.42,0.45,2024-11-01,08:26,N,nominal,2.0NRT,307.05,3.45,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024306.txt
30.11408,76.08718,348.58,0.44,0.46,2024-11-01,08:26,N,nominal,2.0NRT,309.97,14.36,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024306.txt
30.06255,75.63816,349.01,0.42,0.45,2024-11-01,08:26,N,nominal,2.0NRT,307.42,6.59,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024306.txt
30.03575,75.42797,340.65,0.41,0.45,2024-11-01,08:26,N,nominal,2.0NRT,305.06,1.9,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024306.txt
30.07423,75.78852,354.85,0.42,0.46,2024-11-01,08:26,N,nominal,2.0NRT,311.49,18.77,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024306.txt
30.01656,75.36635,330.3,0.4,0.44,2024-11-01,08:26,N,low,2.0NRT,304.56,2.48,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024306.txt
30.06438,75.81699,347.43,0.43,0.46,2024-11-01,08:26,N,nominal,2.0NRT,312.41,12.86,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024306.txt
30.06484,75.82145,341.06,0.43,0.46,2024-11-01,08:26,N,nominal,2.0NRT,305.91,12.86,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024306.txt
30.0756,75.92498,331.11,0.43,0.46,2024-11-01,08:26,N,nominal,2.0NRT,304.59,2.4,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024306.txt
30.03843,75.61053,335.72,0.42,0.45,2024-11-01,08:26,N,low,2.0NRT,305.83,6.21,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024306.txt
30.05917,75.84946,341.37,0.43,0.46,2024-11-01,08:26,N,nominal,2.0NRT,306.16,2.85,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024306.txt
30.05441,75.88658,331.33,0.43,0.46,2024-11-01,08:26,N,nominal,2.0NRT,304.57,2.19,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024306.txt
30.06465,75.9864,342.41,0.44,0.46,2024-11-01,08:26,N,nominal,2.0NRT,310.77,18.1,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024306.txt
30.04187,75.80645,339.16,0.43,0.46,2024-11-01,08:26,N,nominal,2.0NRT,306.54,6.1,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024306.txt
30.0575,76.00127,336.25,0.44,0.46,2024-11-01,08:26,N,nominal,2.0NRT,307.49,3.15,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024306.txt
30.06988,76.2114,345.99,0.45,0.47,2024-11-01,08:26,N,nominal,2.0NRT,307.58,4.93,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024306.txt
30.03412,75.89846,346.45,0.43,0.46,2024-11-01,08:26,N,nominal,2.0NRT,306.35,6.04,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024306.txt
