latitude,longitude,acq_date,acq_time,frp
30.97387,76.25053,2024-11-01,08:26,2.26
30.98998,76.41393,2024-11-01,08:26,5.54
30.85463,75.25602,2024-11-01,08:26,22.17
30.95921,76.28221,2024-11-01,08:26,4.13
30.80698,75.37872,2024-11-01,08:26,1.58
30.76815,75.06083,2024-11-01,08:26,5.91
30.88624,76.30801,2024-11-01,08:26,5.41
30.74189,75.00985,2024-11-01,08:26,3.47
30.74867,75.07203,2024-11-01,08:26,2.48
30.73783,75.01042,2024-11-01,08:26,3.47
30.73011,75.05355,2024-11-01,08:26,3.36
30.72604,75.05414,2024-11-01,08:26,3.36
30.79117,75.67226,2024-11-01,08:26,3.62
30.80883,75.88761,2024-11-01,08:26,2.17
30.7831,75.71916,2024-11-01,08:26,6.94
30.78356,75.72369,2024-11-01,08:26,6.94
30.79412,75.87082,2024-11-01,08:26,5.19
30.69115,75.25488,2024-11-01,08:26,1.38
30.82178,76.54673,2024-11-01,08:26,2.69
30.65574,75.43423,2024-11-01,08:26,2.56
30.64161,75.3398,2024-11-01,08:26,3.81
30.64924,75.45278,2024-11-01,08:26,2.83
30.61399,75.19699,2024-11-01,08:26,9.21
30.65722,75.7812,2024-11-01,08:26,5.31
30.57726,75.04566,2024-11-01,08:26,7.5
30.63968,75.6919,2024-11-01,08:26,4.84
30.70398,76.34971,2024-11-01,08:26,18.91
30.69958,76.35027,2024-11-01,08:26,18.91
30.56446,75.08107,2024-11-01,08:26,3.22
30.70402,76.34759,2024-11-01,08:26,12.82
30.70452,76.35249,2024-11-01,08:26,12.82
30.62369,75.62034,2024-11-01,08:26,3.37
30.66901,76.05018,2024-11-01,08:26,3.36
30.70012,76.35305,2024-11-01,08:26,12.82
30.56167,75.08926,2024-11-01,08:26,3.41
30.62002,75.66602,2024-11-01,08:26,3.94
30.58857,75.41175,2024-11-01,08:26,4.85
30.64109,75.90732,2024-11-01,08:26,4.3
30.64157,75.91194,2024-11-01,08:26,6.42
30.54218,75.02501,2024-11-01,08:26,2.66
30.58442,75.41232,2024-11-01,08:26,4.85
30.60834,75.75877,2024-11-01,08:26,5.93
30.52371,75.00682,2024-11-01,08:26,5.01
30.52416,75.01091,2024-11-01,08:26,6.67
30.59192,75.64265,2024-11-01,08:26,2.51
30.6041,75.75933,2024-11-01,08:26,5.93
30.62536,76.05111,2024-11-01,08:26,6.46
30.62584,76.05582,2024-11-01,08:26,9.16
30.54079,75.2794,2024-11-01,08:26,7.61
30.65998,76.44319,2024-11-01,08:26,2.88
30.66723,76.56386,2024-11-01,08:26,7.77
30.65252,76.50468,2024-11-01,08:26,4.34
30.59254,75.94189,2024-11-01,08:26,2.9
30.59012,75.96102,2024-11-01,08:26,8.97
30.62783,76.34248,2024-11-01,08:26,2.65
30.58583,75.9616,2024-11-01,08:26,6.36
30.564,75.7877,2024-11-01,08:26,13.61
30.57598,75.90664,2024-11-01,08:26,4.5
30.61196,76.27054,2024-11-01,08:26,5.04
30.57494,75.93954,2024-11-01,08:26,2.24
30.60946,76.29053,2024-11-01,08:26,3.32
30.61121,76.35454,2024-11-01,08:26,3.86
30.63066,76.55832,2024-11-01,08:26,2.5
30.60399,76.32575,2024-11-01,08:26,1.55
30.45679,75.21816,2024-11-01,08:26,4.12
30.49246,75.54807,2024-11-01,08:26,3.76
30.55795,76.43952,2024-11-01,08:26,9.89
30.53704,76.31808,2024-11-01,08:26,19.35
30.49027,76.02506,2024-11-01,08:26,1.92
30.56632,76.80788,2024-11-01,08:26,6.02
30.46132,75.82363,2024-11-01,08:26,3.45
30.46178,75.82819,2024-11-01,08:26,3.45
30.9553,76.2877,2024-11-01,08:26,7.51
30.78014,75.02281,2024-11-01,08:26,1.8
30.49427,76.15332,2024-11-01,08:26,3.32
30.37556,75.15758,2024-11-01,08:26,7.15
30.38743,75.27055,2024-11-01,08:26,2.13
30.43977,75.78064,2024-11-01,08:26,5.59
30.50037,76.49209,2024-11-01,08:26,32.39
30.45658,76.0817,2024-11-01,08:26,2.44
30.51612,76.59428,2024-11-01,08:26,1.9
30.50109,76.48989,2024-11-01,08:26,15.99
30.50159,76.49485,2024-11-01,08:26,15.99
30.36681,75.25992,2024-11-01,08:26,7.56
30.49316,76.45577,2024-11-01,08:26,3.38
30.50873,76.6105,2024-11-01,08:26,5.22
30.46751,76.29083,2024-11-01,08:26,2.81
30.43349,76.00277,2024-11-01,08:26,14.24
30.46806,76.33989,2024-11-01,08:26,3.95
30.39685,75.69438,2024-11-01,08:26,5.31
30.39732,75.69882,2024-11-01,08:26,5.31
30.44804,76.18655,2024-11-01,08:26,2.81
30.34583,75.3745,2024-11-01,08:26,2.27
30.3931,75.86369,2024-11-01,08:26,10.78
30.39356,75.86825,2024-11-01,08:26,17.33
30.32759,75.28247,2024-11-01,08:26,15.53
30.39307,75.90535,2024-11-01,08:26,12.28
30.43883,76.35841,2024-11-01,08:26,5.53
30.46367,76.61107,2024-11-01,08:26,3.15
30.38132,75.83306,2024-11-01,08:26,4.14
30.46214,76.64192,2024-11-01,08:26,6.48
30.40795,76.22557,2024-11-01,08:26,5.11
30.35281,75.72292,2024-11-01,08:26,7.37
30.28076,75.07831,2024-11-01,08:26,1.78
30.42205,76.45988,2024-11-01,08:26,11.37
30.35125,75.7913,2024-11-01,08:26,5.38
30.45085,76.8092,2024-11-01,08:26,2.3
30.39653,76.33434,2024-11-01,08:26,14.17
30.31369,75.54943,2024-11-01,08:26,12.23
30.33385,75.78909,2024-11-01,08:26,12.94
30.33189,75.81221,2024-11-01,08:26,5.01
30.32494,75.78574,2024-11-01,08:26,13.88
30.27404,75.32852,2024-11-01,08:26,4.5
30.3429,76.01007,2024-11-01,08:26,5.29
30.36769,76.26482,2024-11-01,08:26,5.28
30.36815,76.26962,2024-11-01,08:26,11.44
30.24166,75.059,2024-11-01,08:26,3.86
30.27642,75.33113,2024-11-01,08:26,3.08
30.32562,75.78378,2024-11-01,08:26,17.88
30.27231,75.3317,2024-11-01,08:26,3.08
30.34505,76.0076,2024-11-01,08:26,3.96
30.36767,76.26716,2024-11-01,08:26,14.21
30.28363,75.51236,2024-11-01,08:26,4.4
30.30443,75.74578,2024-11-01,08:26,4.54
30.3049,75.75024,2024-11-01,08:26,6.66
30.38918,76.5667,2024-11-01,08:26,4.73
30.29454,75.69299,2024-11-01,08:26,1.25
30.30922,75.83161,2024-11-01,08:26,3.01
30.38026,76.52245,2024-11-01,08:26,10.35
30.40332,76.75453,2024-11-01,08:26,4.97
30.32601,76.03358,2024-11-01,08:26,2.02
30.28989,75.72966,2024-11-01,08:26,6.98
30.24076,75.31045,2024-11-01,08:26,14.09
30.35517,76.54073,2024-11-01,08:26,6.05
30.28891,75.92646,2024-11-01,08:26,10.99
30.20312,75.15501,2024-11-01,08:26,2.73
30.2085,75.20463,2024-11-01,08:26,5.25
30.28653,75.94535,2024-11-01,08:26,8.49
30.32887,76.36499,2024-11-01,08:26,24.79
30.34241,76.50217,2024-11-01,08:26,4.62
30.19905,75.15559,2024-11-01,08:26,2.22
30.30016,76.12212,2024-11-01,08:26,5.48
30.31532,76.31776,2024-11-01,08:26,3.23
30.22275,75.45518,2024-11-01,08:26,5.1
30.29814,76.18931,2024-11-01,08:26,4.67
30.19305,75.21523,2024-11-01,08:26,2.84
30.18897,75.21581,2024-11-01,08:26,4.44
30.61058,76.39443,2024-11-01,08:26,5.55
30.49638,75.29422,2024-11-01,08:26,2.04
30.58144,76.13836,2024-11-01,08:26,2.69
30.61041,76.4395,2024-11-01,08:26,2.43
30.61796,76.51923,2024-11-01,08:26,2.78
30.55232,75.88647,2024-11-01,08:26,4.92
30.56238,75.9883,2024-11-01,08:26,6.38
30.61777,76.56506,2024-11-01,08:26,4.27
30.55033,75.91006,2024-11-01,08:26,3.96
30.48754,75.32999,2024-11-01,08:26,2.23
30.55026,75.89044,2024-11-01,08:26,3.91
30.61557,76.52287,2024-11-01,08:26,5.93
30.61962,76.56302,2024-11-01,08:26,4.13
30.54793,75.90939,2024-11-01,08:26,3.35
30.60109,76.42402,2024-11-01,08:26,3.27
30.47927,75.30925,2024-11-01,08:26,9.75
30.51832,75.71079,2024-11-01,08:26,4.01
30.24078,75.70929,2024-11-01,08:26,2.62
30.26518,75.9482,2024-11-01,08:26,8.27
30.20932,75.48758,2024-11-01,08:26,2.14
30.28173,76.20107,2024-11-01,08:26,4.19
30.16429,75.13962,2024-11-01,08:26,4.33
30.24795,75.9924,2024-11-01,08:26,4.37
30.28552,76.37553,2024-11-01,08:26,3.32
30.29163,76.43893,2024-11-01,08:26,6.39
30.3096,76.62754,2024-11-01,08:26,6.58
30.15529,75.13256,2024-11-01,08:26,18.59
30.15573,75.13666,2024-11-01,08:26,10.66
30.24688,76.02526,2024-11-01,08:26,4.69
30.28723,76.43949,2024-11-01,08:26,2.87
30.17382,75.38841,2024-11-01,08:26,3.34
30.22603,75.90254,2024-11-01,08:26,7.12
30.16969,75.38898,2024-11-01,08:26,3.34
30.28783,76.44233,2024-11-01,08:26,3.53
30.17147,75.38797,2024-11-01,08:26,8.32
30.22269,75.90157,2024-11-01,08:26,3.94
30.1772,75.51733,2024-11-01,08:26,2.37
30.22951,76.00732,2024-11-01,08:26,2.39
30.15401,75.34321,2024-11-01,08:26,1.68
30.19846,75.75439,2024-11-01,08:26,9.16
30.23054,76.05875,2024-11-01,08:26,16.74
30.18814,75.73774,2024-11-01,08:26,4.66
30.18439,75.74274,2024-11-01,08:26,4.66
30.19714,75.86366,2024-11-01,08:26,68.9
30.20665,75.95452,2024-11-01,08:26,15.67
30.20713,75.95908,2024-11-01,08:26,15.67
30.12617,75.27899,2024-11-01,08:26,2.39
30.13026,75.31663,2024-11-01,08:26,4.69
30.20764,76.04769,2024-11-01,08:26,5.33
30.12615,75.31721,2024-11-01,08:26,2.55
30.13756,75.42285,2024-11-01,08:26,5.53
30.16198,75.65178,2024-11-01,08:26,5.34
30.20667,76.08072,2024-11-01,08:26,4.42
30.16754,75.74503,2024-11-01,08:26,7.34
30.16241,75.73672,2024-11-01,08:26,1.57
30.17215,75.8716,2024-11-01,08:26,5.78
30.19046,76.04994,2024-11-01,08:26,5.82
30.12961,75.54578,2024-11-01,08:26,3.85
30.21799,76.41174,2024-11-01,08:26,7.53
30.17525,76.02852,2024-11-01,08:26,2.8
30.17096,76.02909,2024-11-01,08:26,2.8
30.06014,75.01348,2024-11-01,08:26,3.11
30.20853,76.4972,2024-11-01,08:26,4.29
30.15903,76.04005,2024-11-01,08:26,48.58
30.05186,75.08867,2024-11-01,08:26,3.56
30.11384,75.72086,2024-11-01,08:26,8.06
30.18147,76.40172,2024-11-01,08:26,5.39
30.10244,75.65102,2024-11-01,08:26,7.2
30.10828,75.70818,2024-11-01,08:26,11.63
30.17709,76.40229,2024-11-01,08:26,16.34
30.10122,75.72259,2024-11-01,08:26,6.0
30.04852,75.25182,2024-11-01,08:26,11.19
30.07658,75.52245,2024-11-01,08:26,5.59
30.11995,75.9522,2024-11-01,08:26,1.71
30.13175,76.07182,2024-11-01,08:26,2.26
30.17417,76.51154,2024-11-01,08:26,1.6
30.09599,75.63361,2024-11-01,08:26,1.69
30.17729,76.40082,2024-11-01,08:26,14.57
30.04974,75.25149,2024-11-01,08:26,12.47
30.07955,75.52161,2024-11-01,08:26,5.15
30.10131,75.72192,2024-11-01,08:26,6.68
30.13459,76.07508,2024-11-01,08:26,3.08
30.01813,76.19277,2024-11-01,08:26,2.08
30.06875,76.73808,2024-11-01,08:26,6.34
29.9861,75.96784,2024-11-01,08:26,6.47
30.06727,76.76904,2024-11-01,08:26,3.39
29.98468,75.99571,2024-11-01,08:26,2.56
29.91148,75.34636,2024-11-01,08:26,4.19
29.91284,75.35889,2024-11-01,08:26,13.4
29.94444,75.65333,2024-11-01,08:26,3.26
29.94953,75.70136,2024-11-01,08:26,3.0
29.93332,75.6284,2024-11-01,08:26,6.74
29.93378,75.63274,2024-11-01,08:26,6.74
29.94438,75.73323,2024-11-01,08:26,4.1
29.89963,75.35225,2024-11-01,08:26,4.72
29.89957,75.39051,2024-11-01,08:26,5.36
30.21173,75.12038,2024-11-01,08:26,1.56
30.35862,76.53023,2024-11-01,08:26,4.36
29.9511,75.9633,2024-11-01,08:26,1.67
29.96359,76.12904,2024-11-01,08:26,22.36
29.95334,76.20126,2024-11-01,08:26,14.32
29.90511,75.76537,2024-11-01,08:26,4.11
29.91069,75.90462,2024-11-01,08:26,3.4
29.88964,75.78091,2024-11-01,08:26,3.44
29.9115,75.90253,2024-11-01,08:26,1.98
29.88964,75.77907,2024-11-01,08:26,2.22
29.84697,75.42637,2024-11-01,08:26,8.43
29.84743,75.43057,2024-11-01,08:26,9.01
29.89448,75.86396,2024-11-01,08:26,3.59
29.8818,75.86565,2024-11-01,08:26,7.88
29.90567,76.09228,2024-11-01,08:26,4.43
29.90138,76.09284,2024-11-01,08:26,4.43
29.94274,76.53956,2024-11-01,08:26,4.15
29.81178,75.33363,2024-11-01,08:26,7.5
29.8136,75.35027,2024-11-01,08:26,2.87
29.82182,75.4256,2024-11-01,08:26,10.93
29.84715,75.70024,2024-11-01,08:26,6.6
29.78325,75.26208,2024-11-01,08:26,1.6
29.90796,76.54897,2024-11-01,08:26,2.71
29.77317,75.32219,2024-11-01,08:26,1.92
29.79106,75.48984,2024-11-01,08:26,1.84
29.77397,75.36849,2024-11-01,08:26,11.12
29.85927,76.19228,2024-11-01,08:26,7.87
29.81303,75.78049,2024-11-01,08:26,4.33
29.84751,76.11865,2024-11-01,08:26,5.8
29.80248,75.71964,2024-11-01,08:26,7.89
29.7983,75.7202,2024-11-01,08:26,3.61
29.72394,75.17088,2024-11-01,08:26,4.54
29.73523,75.27719,2024-11-01,08:26,1.44
29.71989,75.17146,2024-11-01,08:26,4.54
29.72371,75.17052,2024-11-01,08:26,5.19
29.71966,75.1711,2024-11-01,08:26,5.19
29.77553,75.7135,2024-11-01,08:26,3.47
29.78891,75.87702,2024-11-01,08:26,2.08
29.74704,75.52966,2024-11-01,08:26,11.92
