latitude,longitude,acq_date,acq_time,frp
30.24464,75.2257,2024-11-18,08:07,4.23
30.29819,75.62714,2024-11-18,08:07,2.23
30.2625,75.42303,2024-11-18,08:07,2.76
30.21457,75.13578,2024-11-18,08:07,4.38
30.25639,75.42838,2024-11-18,08:07,1.46
30.30503,75.80025,2024-11-18,08:07,5.29
30.29028,75.76883,2024-11-18,08:07,6.1
30.2808,75.80045,2024-11-18,08:07,2.5
30.28769,75.85046,2024-11-18,08:07,4.54
30.27988,75.79924,2024-11-18,08:07,1.71
30.2869,75.84921,2024-11-18,08:07,1.43
30.23165,75.50745,2024-11-18,08:07,4.64
30.23281,75.51565,2024-11-18,08:07,25.44
30.29077,75.95145,2024-11-18,08:07,3.68
30.29604,75.98925,2024-11-18,08:07,5.73
30.24536,75.6526,2024-11-18,08:07,2.51
30.14532,75.02783,2024-11-18,08:07,3.98
30.1857,75.30663,2024-11-18,08:07,5.45
30.16442,75.20657,2024-11-18,08:07,4.29
30.21515,75.56107,2024-11-18,08:07,6.31
30.27217,75.96776,2024-11-18,08:07,3.46
30.30429,76.22647,2024-11-18,08:07,2.72
30.25841,75.91871,2024-11-18,08:07,6.63
30.23877,75.80256,2024-11-18,08:07,1.41
30.17148,75.35108,2024-11-18,08:07,1.73
30.18544,75.44891,2024-11-18,08:07,1.78
30.1928,75.57367,2024-11-18,08:07,4.4
30.18944,75.5743,2024-11-18,08:07,4.4
30.25545,76.04843,2024-11-18,08:07,2.62
30.16115,75.39902,2024-11-18,08:07,9.37
30.16998,75.4854,2024-11-18,08:07,1.91
30.20009,75.69917,2024-11-18,08:07,3.21
30.17774,75.58914,2024-11-18,08:07,10.51
30.11583,75.17845,2024-11-18,08:07,4.19
30.22307,76.0155,2024-11-18,08:07,0.89
30.10424,75.19312,2024-11-18,08:07,4.23
29.47063,75.00243,2024-11-18,20:31,1.15
29.25473,76.36243,2024-11-18,20:31,0.52
29.12447,75.77916,2024-11-18,20:31,1.28
28.56746,76.7439,2024-11-18,20:31,1.13
29.53492,75.16446,2024-11-18,20:31,0.6
29.52203,75.15294,2024-11-18,20:31,1.82
29.47289,75.28005,2024-11-18,20:31,0.54
30.3798,75.70696,2024-11-19,07:48,3.4
30.52693,76.56205,2024-11-19,07:48,3.38
30.44144,76.14451,2024-11-19,07:48,4.55
30.38771,75.85605,2024-11-19,07:48,2.79
30.28593,75.32345,2024-11-19,07:48,2.94
30.40073,75.99278,2024-11-19,07:48,3.52
30.3579,75.87237,2024-11-19,07:48,3.61
30.31285,75.67995,2024-11-19,07:48,1.58
30.22861,75.23338,2024-11-19,07:48,1.83
30.1844,75.03329,2024-11-19,07:48,4.79
30.25322,75.40968,2024-11-19,07:48,12.71
30.29411,75.63666,2024-11-19,07:48,2.4
30.19932,75.17565,2024-11-19,07:48,3.46
30.32331,75.86172,2024-11-19,07:48,2.57
30.29788,75.84191,2024-11-19,07:48,2.33
30.41055,76.49762,2024-11-19,07:48,1.53
30.28424,75.82629,2024-11-19,07:48,6.71
30.29961,75.9351,2024-11-19,07:48,10.52
30.29613,75.93592,2024-11-19,07:48,10.52
30.29426,75.98751,2024-11-19,07:48,3.16
29.95008,75.08981,2024-11-19,07:48,6.57
29.9499,75.08776,2024-11-19,07:48,4.43
30.07167,75.83546,2024-11-19,07:48,1.88
29.93716,75.49326,2024-11-19,07:48,7.02
29.91071,75.47022,2024-11-19,07:48,5.11
29.90935,75.46889,2024-11-19,07:48,5.02
29.98313,75.92999,2024-11-19,07:48,2.46
29.83472,75.21934,2024-11-19,07:48,2.22
29.94948,75.86262,2024-11-19,07:48,2.62
29.88,75.55375,2024-11-19,07:48,1.41
29.82589,75.33611,2024-11-19,07:48,1.87
29.91661,75.84195,2024-11-19,07:48,3.38
29.92672,75.91964,2024-11-19,07:48,1.71
29.90556,75.82087,2024-11-19,07:48,3.88
29.84233,75.50916,2024-11-19,07:48,7.3
29.89502,75.82333,2024-11-19,07:48,6.12
29.81958,75.46568,2024-11-19,07:48,2.71
29.73576,75.13213,2024-11-19,07:48,2.75
29.73565,75.12988,2024-11-19,07:48,2.78
29.77077,75.36694,2024-11-19,07:48,4.22
29.76803,75.37252,2024-11-19,07:48,4.9
29.77547,75.43487,2024-11-19,07:48,3.41
29.80774,75.76125,2024-11-19,07:48,1.47
29.72158,75.36376,2024-11-19,07:48,2.73
29.69832,75.35935,2024-11-19,07:48,9.71
29.6949,75.52987,2024-11-19,07:48,6.49
29.75735,75.98814,2024-11-19,07:48,2.09
29.63356,75.31251,2024-11-19,07:48,2.45
29.76014,76.02486,2024-11-19,07:48,17.12
29.77747,76.35216,2024-11-19,07:48,4.89
29.77401,76.35294,2024-11-19,07:48,4.89
29.7062,76.17169,2024-11-19,07:48,8.36
29.7088,76.16979,2024-11-19,07:48,5.74
29.5946,75.72585,2024-11-19,07:48,5.07
29.58971,75.76054,2024-11-19,07:48,2.84
29.64768,76.39856,2024-11-19,07:48,5.45
29.53392,75.91468,2024-11-19,07:48,2.32
29.5909,76.24161,2024-11-19,07:48,4.25
29.45212,75.49525,2024-11-19,07:48,4.07
29.60758,76.54641,2024-11-19,07:48,14.73
29.4506,75.71461,2024-11-19,07:48,9.1
29.5064,76.08985,2024-11-19,07:48,2.16
29.47355,75.96634,2024-11-19,07:48,2.43
29.52723,76.39305,2024-11-19,07:48,2.62
29.52994,76.39587,2024-11-19,07:48,2.44
29.38324,76.0934,2024-11-19,07:48,4.99
29.45974,76.68424,2024-11-19,07:48,4.26
29.46306,76.82958,2024-11-19,07:48,3.1
29.30502,75.93559,2024-11-19,07:48,2.14
29.40252,76.49542,2024-11-19,07:48,2.1
29.40763,76.89896,2024-11-19,07:48,2.81
29.29749,76.47712,2024-11-19,07:48,3.31
29.20239,76.01419,2024-11-19,07:48,2.99
29.14012,76.78802,2024-11-19,07:48,3.27
28.98718,76.73659,2024-11-19,07:48,2.46
30.17439,75.35227,2024-11-19,07:48,3.64
30.23326,75.68198,2024-11-19,07:48,2.53
30.14137,75.23154,2024-11-19,07:48,3.35
30.16454,75.35954,2024-11-19,07:48,2.71
30.19268,75.55731,2024-11-19,07:48,2.32
30.24579,75.9383,2024-11-19,07:48,3.52
30.16502,75.58792,2024-11-19,07:48,7.56
30.23058,76.0162,2024-11-19,07:48,4.09
30.24199,76.10129,2024-11-19,07:48,13.49
30.24165,76.11977,2024-11-19,07:48,3.08
30.24127,76.10031,2024-11-19,07:48,8.27
30.24085,76.11882,2024-11-19,07:48,2.66
30.19262,75.94473,2024-11-19,07:48,0.68
30.058,75.28943,2024-11-19,07:48,5.39
30.12674,75.71507,2024-11-19,07:48,5.86
30.06042,75.42672,2024-11-19,07:48,4.23
30.08887,75.58507,2024-11-19,07:48,1.71
30.00756,75.17681,2024-11-19,07:48,3.19
30.14979,76.01052,2024-11-19,07:48,2.32
29.98253,75.12245,2024-11-19,07:48,9.55
30.09647,75.81225,2024-11-19,07:48,3.19
29.9492,75.02396,2024-11-19,07:48,2.63
29.95011,75.02884,2024-11-19,07:48,2.63
30.09134,75.804,2024-11-19,07:48,3.25
30.44652,76.02487,2024-11-19,07:50,5.37
30.53177,76.47269,2024-11-19,07:50,4.2
30.37973,75.58913,2024-11-19,07:50,4.43
30.38325,75.5883,2024-11-19,07:50,4.43
30.4139,75.59543,2024-11-19,07:50,19.69
30.41332,75.57159,2024-11-19,07:50,2.78
30.40197,75.4876,2024-11-19,07:50,4.62
30.4876,75.9505,2024-11-19,07:50,2.64
30.50228,75.95171,2024-11-19,07:50,3.61
30.48048,75.76503,2024-11-19,07:50,3.18
30.4677,75.69235,2024-11-19,07:50,2.96
30.38318,75.093,2024-11-19,07:50,0.98
30.38407,75.09487,2024-11-19,07:50,2.67
30.38421,75.01427,2024-11-19,07:50,1.9
30.43436,75.26678,2024-11-19,07:50,2.63
30.39049,75.0279,2024-11-19,07:50,5.25
30.47799,75.46635,2024-11-19,07:50,9.37
30.41364,75.11279,2024-11-19,07:50,2.61
30.5697,75.96054,2024-11-19,07:50,2.51
30.43296,75.19785,2024-11-19,07:50,3.58
30.44911,75.18403,2024-11-19,07:50,2.26
30.59285,75.96904,2024-11-19,07:50,3.72
30.45465,75.15283,2024-11-19,07:50,2.56
30.43279,75.03279,2024-11-19,07:50,2.78
30.61502,75.84752,2024-11-19,07:50,1.96
30.6058,75.73227,2024-11-19,07:50,2.71
30.49951,75.132,2024-11-19,07:50,2.44
30.61246,75.74957,2024-11-19,07:50,7.72
30.60136,75.68602,2024-11-19,07:50,8.03
30.61595,75.74874,2024-11-19,07:50,7.72
30.60486,75.6852,2024-11-19,07:50,8.03
30.53129,75.26811,2024-11-19,07:50,3.88
30.49929,75.12885,2024-11-19,07:50,2.54
30.61579,75.75006,2024-11-19,07:50,14.99
30.6085,75.70931,2024-11-19,07:50,3.99
30.60362,75.68208,2024-11-19,07:50,16.82
30.57748,75.51649,2024-11-19,07:50,7.17
30.53259,75.26949,2024-11-19,07:50,5.71
30.6391,75.81972,2024-11-19,07:50,6.14
30.6359,75.80173,2024-11-19,07:50,9.01
30.63939,75.80091,2024-11-19,07:50,9.01
30.64795,75.80827,2024-11-19,07:50,2.3
30.63299,75.70354,2024-11-19,07:50,2.24
30.63027,75.64731,2024-11-19,07:50,5.11
30.67913,75.86174,2024-11-19,07:50,3.63
30.54868,75.09193,2024-11-19,07:50,3.69
30.77643,76.36046,2024-11-19,07:50,2.89
30.69349,75.88168,2024-11-19,07:50,4.75
30.77985,76.35968,2024-11-19,07:50,2.89
30.66181,75.63985,2024-11-19,07:50,2.02
30.63575,75.49299,2024-11-19,07:50,3.81
30.66773,75.65269,2024-11-19,07:50,3.55
30.64665,75.53363,2024-11-19,07:50,2.8
30.65664,75.50724,2024-11-19,07:50,3.86
30.575,75.03033,2024-11-19,07:50,13.14
30.72701,75.84582,2024-11-19,07:50,4.7
30.72623,75.84133,2024-11-19,07:50,4.7
30.66885,75.51395,2024-11-19,07:50,6.31
30.70722,75.69071,2024-11-19,07:50,2.75
30.66773,75.46606,2024-11-19,07:50,5.42
30.76649,75.92238,2024-11-19,07:50,7.66
30.78591,75.99181,2024-11-19,07:50,4.43
30.78158,75.94665,2024-11-19,07:50,3.07
30.73389,75.67722,2024-11-19,07:50,15.27
30.71891,75.55237,2024-11-19,07:50,6.89
30.71421,75.42364,2024-11-19,07:50,7.43
30.72916,75.42489,2024-11-19,07:50,6.03
30.7327,75.42404,2024-11-19,07:50,6.03
30.68979,75.18494,2024-11-19,07:50,6.66
30.76675,75.57442,2024-11-19,07:50,3.73
30.69278,75.13958,2024-11-19,07:50,30.6
30.84426,75.91342,2024-11-19,07:50,1.98
30.73771,75.28656,2024-11-19,07:50,1.34
30.69182,75.00982,2024-11-19,07:50,2.99
30.91751,76.12255,2024-11-19,07:50,5.88
30.90986,76.07869,2024-11-19,07:50,4.56
30.78382,75.26728,2024-11-19,07:50,2.87
30.78651,75.26173,2024-11-19,07:50,1.74
30.99803,75.18451,2024-11-19,07:50,4.34
30.99448,75.18538,2024-11-19,07:50,5.04
30.98554,75.19737,2024-11-19,07:50,2.77
30.97313,75.50901,2024-11-19,07:50,2.87
30.91679,75.37823,2024-11-19,07:50,5.04
30.89884,75.31946,2024-11-19,07:50,5.19
30.86105,75.15199,2024-11-19,07:50,4.11
30.89412,75.3546,2024-11-19,07:50,1.74
30.89496,75.35925,2024-11-19,07:50,6.88
30.89961,75.42583,2024-11-19,07:50,10.36
30.81631,75.38615,2024-11-19,07:50,2.21
30.83522,75.34762,2024-11-19,07:50,10.7
30.78626,75.03385,2024-11-19,07:50,1.74
30.78984,75.03297,2024-11-19,07:50,3.65
30.83117,75.22147,2024-11-19,07:50,12.1
30.8125,75.11727,2024-11-19,07:50,11.54
30.85063,75.30981,2024-11-19,07:50,6.5
30.88158,75.44295,2024-11-19,07:50,7.8
30.80702,75.00366,2024-11-19,07:50,2.89
30.88451,75.4439,2024-11-19,07:50,2.87
30.80803,75.00547,2024-11-19,07:50,3.01
30.90045,75.43045,2024-11-19,07:50,10.36
30.88965,75.9064,2024-11-19,20:12,0.58
29.53603,75.55714,2024-11-19,20:14,0.45
29.52031,75.10695,2024-11-19,20:14,1.03
29.52076,75.11167,2024-11-19,20:14,1.68
29.51313,75.00133,2024-11-19,20:14,0.48
28.93385,76.77116,2024-11-19,20:14,0.7
28.7443,76.92719,2024-11-19,20:14,0.43
28.12682,76.78601,2024-11-19,20:14,0.47
29.43419,76.10777,2024-11-21,07:09,3.68
29.2863,76.55966,2024-11-21,07:09,2.58
28.97053,76.59129,2024-11-21,07:09,2.3
30.32803,75.86438,2024-11-21,07:11,4.27
30.4748,76.37485,2024-11-21,07:11,2.92
30.42192,75.89637,2024-11-21,07:11,2.67
30.41949,75.88684,2024-11-21,07:11,5.01
30.57843,76.34211,2024-11-21,07:11,2.07
30.68185,76.34601,2024-11-21,07:11,2.89
30.6843,76.34612,2024-11-21,07:11,2.71
30.48628,75.43787,2024-11-21,07:11,5.26
30.57871,75.52538,2024-11-21,07:11,3.05
30.58079,75.52362,2024-11-21,07:11,2.97
30.69768,75.42613,2024-11-21,07:11,3.15
30.77333,75.35109,2024-11-21,07:11,4.25
30.82672,75.37786,2024-11-21,07:11,3.47
30.91533,75.02164,2024-11-21,07:11,2.57
30.73919,75.27576,2024-11-21,08:52,5.27
30.7223,75.29746,2024-11-21,08:52,7.56
30.7318,75.46803,2024-11-21,08:52,2.9
30.69038,75.05293,2024-11-21,08:52,3.47
30.72063,75.29382,2024-11-21,08:52,4.77
30.68837,75.56725,2024-11-21,08:52,2.15
30.6696,75.67028,2024-11-21,08:52,3.27
30.65087,75.66619,2024-11-21,08:52,5.8
30.59486,75.10142,2024-11-21,08:52,4.39
30.65121,75.66904,2024-11-21,08:52,9.67
30.59175,75.1048,2024-11-21,08:52,3.87
30.64354,76.42338,2024-11-21,08:52,5.24
30.49688,75.11693,2024-11-21,08:52,6.87
30.51835,75.72129,2024-11-21,08:52,2.97
30.50002,75.11613,2024-11-21,08:52,9.46
30.46338,75.82701,2024-11-21,08:52,8.88
30.46367,75.83247,2024-11-21,08:52,20.63
30.45599,75.8056,2024-11-21,08:52,3.9
30.44981,75.80604,2024-11-21,08:52,3.9
30.4297,75.89532,2024-11-21,08:52,3.04
30.45084,75.80871,2024-11-21,08:52,6.9
30.43127,75.89779,2024-11-21,08:52,3.25
30.38523,75.64085,2024-11-21,08:52,12.01
30.30772,75.37917,2024-11-21,08:52,3.06
30.30093,76.09441,2024-11-21,08:52,7.21
30.11744,75.16771,2024-11-21,08:52,7.18
30.10849,75.11917,2024-11-21,08:52,2.8
30.03292,75.39375,2024-11-21,08:52,2.23
30.00974,75.30952,2024-11-21,08:52,3.0
29.93492,75.12053,2024-11-21,08:52,5.7
29.94546,75.47995,2024-11-21,08:52,5.93
29.84671,75.47083,2024-11-21,08:52,4.0
29.85254,75.98433,2024-11-21,08:52,4.16
29.80595,75.39776,2024-11-21,08:52,3.26
29.79995,75.39821,2024-11-21,08:52,3.26
29.80597,75.6028,2024-11-21,08:52,12.64
29.80567,75.59763,2024-11-21,08:52,12.64
29.80468,75.59781,2024-11-21,08:52,15.03
29.80501,75.60297,2024-11-21,08:52,18.66
29.74273,75.38756,2024-11-21,08:52,8.47
29.60548,76.25763,2024-11-21,08:52,5.06
29.49965,76.05302,2024-11-21,08:52,3.47
29.502,76.05676,2024-11-21,08:52,4.7
29.40344,76.58893,2024-11-21,08:52,8.92
29.22647,76.30694,2024-11-21,08:52,22.4
29.21924,76.29053,2024-11-21,08:52,4.68
29.22912,76.30379,2024-11-21,08:52,14.4
29.22947,76.30939,2024-11-21,08:52,23.8
28.94889,76.37401,2024-11-21,08:52,2.49
28.74437,76.92641,2024-11-21,19:36,0.74
28.74661,76.92683,2024-11-21,21:16,0.48
29.66477,75.09643,2024-11-21,21:16,1.05
29.88971,76.37583,2024-11-21,21:16,2.87
29.89452,76.3773,2024-11-21,21:16,2.87
30.67078,76.03555,2024-11-22,08:32,4.05
30.64662,76.49192,2024-11-22,08:32,4.63
30.64887,76.49342,2024-11-22,08:32,4.75
30.56544,75.63468,2024-11-22,08:32,6.02
30.55157,76.05143,2024-11-22,08:32,2.34
30.56109,76.41905,2024-11-22,08:32,3.47
30.43513,75.8264,2024-11-22,08:32,8.69
30.24541,75.42328,2024-11-22,08:32,4.69
30.24487,75.42122,2024-11-22,08:32,2.81
30.02188,75.35136,2024-11-22,08:32,2.27
30.02062,75.34948,2024-11-22,08:32,1.35
29.93031,75.0297,2024-11-22,08:32,5.08
29.9186,75.00139,2024-11-22,08:32,8.76
29.61353,75.33514,2024-11-22,08:32,4.87
29.56712,75.2524,2024-11-22,08:32,1.84
29.59725,76.15273,2024-11-22,08:32,7.03
29.33731,76.58744,2024-11-22,08:32,3.41
29.33089,76.57011,2024-11-22,08:32,4.27
29.28804,76.149,2024-11-22,08:32,3.25
29.2889,76.26311,2024-11-22,08:32,2.69
29.27319,76.2477,2024-11-22,08:32,2.9
29.26172,76.2261,2024-11-22,08:32,6.09
29.11287,76.14088,2024-11-22,08:32,5.46
29.1568,76.61241,2024-11-22,08:32,4.29
29.1088,76.30046,2024-11-22,08:32,8.41
28.70301,76.14811,2024-11-22,08:32,11.2
28.70354,76.15356,2024-11-22,08:32,15.37
29.9209,75.07083,2024-11-22,08:32,2.13
29.93983,75.41174,2024-11-22,08:32,1.64
29.92799,75.48173,2024-11-22,08:32,4.01
29.92727,75.48311,2024-11-22,08:32,3.4
29.75385,75.40282,2024-11-22,08:32,10.63
29.74492,75.35726,2024-11-22,08:32,2.36
29.74738,75.38281,2024-11-22,08:32,5.1
29.74935,75.40338,2024-11-22,08:32,10.63
29.69226,75.35101,2024-11-22,08:32,3.98
30.96466,75.36394,2024-11-22,08:34,2.8
30.8619,75.24786,2024-11-22,08:34,4.07
30.86142,75.24962,2024-11-22,08:34,7.42
30.81727,75.1236,2024-11-22,08:34,3.51
30.77361,75.04621,2024-11-22,08:34,3.65
29.51531,75.09508,2024-11-22,20:57,1.26
29.49903,75.04351,2024-11-22,20:57,1.1
28.74357,76.92779,2024-11-22,20:57,0.76
30.30376,75.51616,2024-11-23,08:13,5.75
30.30435,75.52071,2024-11-23,08:13,5.71
30.32027,75.70116,2024-11-23,08:13,3.3
30.29082,75.52769,2024-11-23,08:13,2.6
29.65998,76.1385,2024-11-23,08:13,5.82
29.59917,75.75122,2024-11-23,08:13,4.75
29.51606,75.25557,2024-11-23,08:13,2.64
29.60269,75.94753,2024-11-23,08:13,3.03
29.59395,76.16866,2024-11-23,08:13,8.22
29.5493,76.00212,2024-11-23,08:13,7.22
29.57775,76.3102,2024-11-23,08:13,5.21
29.65528,76.96429,2024-11-23,08:13,3.25
29.62855,76.80775,2024-11-23,08:13,4.39
29.47455,76.13363,2024-11-23,08:13,3.75
29.49959,76.39638,2024-11-23,08:13,2.88
29.50017,76.39861,2024-11-23,08:13,2.76
29.43486,76.32121,2024-11-23,08:13,3.46
29.45011,76.62504,2024-11-23,08:13,3.29
29.44356,76.75738,2024-11-23,08:13,1.46
29.40912,76.55949,2024-11-23,08:13,1.88
29.36408,76.35027,2024-11-23,08:13,6.58
29.36468,76.35503,2024-11-23,08:13,6.17
29.22658,75.37764,2024-11-23,08:13,0.98
29.27283,75.89404,2024-11-23,08:13,7.66
29.35608,76.55308,2024-11-23,08:13,7.97
29.25329,75.91129,2024-11-23,08:13,4.02
29.27058,76.16312,2024-11-23,08:13,1.79
29.2782,76.2241,2024-11-23,08:13,4.2
29.20419,75.72531,2024-11-23,08:13,3.3
29.20454,75.72416,2024-11-23,08:13,2.87
29.31487,76.69265,2024-11-23,08:13,1.74
29.23285,76.16314,2024-11-23,08:13,1.13
29.21017,76.04372,2024-11-23,08:13,5.51
29.21076,76.04834,2024-11-23,08:13,5.51
29.23403,76.31646,2024-11-23,08:13,3.09
29.23092,76.40918,2024-11-23,08:13,1.81
29.24037,76.57478,2024-11-23,08:13,2.18
29.24211,76.61922,2024-11-23,08:13,4.02
29.2102,76.481,2024-11-23,08:13,4.58
29.25682,76.86395,2024-11-23,08:13,2.0
29.08644,75.72907,2024-11-23,08:13,4.01
29.18443,76.48325,2024-11-23,08:13,4.06
29.13546,76.30183,2024-11-23,08:13,2.13
28.97156,75.11157,2024-11-23,08:13,6.02
29.15044,76.53783,2024-11-23,08:13,2.03
29.11473,76.48957,2024-11-23,08:13,9.57
29.08793,76.33366,2024-11-23,08:13,4.29
29.08314,76.3248,2024-11-23,08:13,2.45
28.98756,76.21385,2024-11-23,08:13,3.03
28.98816,76.21851,2024-11-23,08:13,3.48
28.99259,76.60993,2024-11-23,08:13,3.05
28.99332,76.61267,2024-11-23,08:13,3.79
28.97935,76.73895,2024-11-23,08:13,2.37
28.95977,76.73208,2024-11-23,08:13,4.24
28.9622,76.75166,2024-11-23,08:13,3.25
28.95852,76.75224,2024-11-23,08:13,3.25
28.81801,76.63403,2024-11-23,08:13,5.79
28.8282,76.71633,2024-11-23,08:13,3.75
28.72334,76.501,2024-11-23,08:13,4.99
28.67223,76.62593,2024-11-23,08:13,3.17
28.6724,76.6235,2024-11-23,08:13,2.08
29.55075,75.24957,2024-11-23,08:13,7.3
30.27197,75.1907,2024-11-23,08:13,2.4
30.94258,75.52077,2024-11-23,08:13,3.33
30.93252,75.52724,2024-11-23,08:13,3.01
30.89663,75.33073,2024-11-23,08:13,1.33
30.88843,75.2948,2024-11-23,08:13,2.98
30.88492,75.29541,2024-11-23,08:13,2.37
30.87545,75.36246,2024-11-23,08:13,1.84
30.86004,75.34904,2024-11-23,08:13,4.64
30.85074,75.41623,2024-11-23,08:13,3.54
30.85134,75.42083,2024-11-23,08:13,3.54
30.84008,75.36183,2024-11-23,08:13,8.63
30.84605,75.43584,2024-11-23,08:13,2.4
30.8035,75.13657,2024-11-23,08:13,3.32
30.84608,75.46411,2024-11-23,08:13,3.64
30.82896,75.44349,2024-11-23,08:13,5.87
30.80128,75.42474,2024-11-23,08:13,4.6
30.83654,75.70391,2024-11-23,08:13,1.75
30.79014,75.36578,2024-11-23,08:13,4.86
30.79774,75.42535,2024-11-23,08:13,4.6
30.76971,75.23457,2024-11-23,08:13,3.43
30.78306,75.39507,2024-11-23,08:13,4.08
30.83276,75.82066,2024-11-23,08:13,5.84
30.83127,75.81899,2024-11-23,08:13,6.46
30.73663,75.28515,2024-11-23,08:13,3.72
30.69762,75.01699,2024-11-23,08:13,10.95
30.74925,75.46498,2024-11-23,08:13,4.9
30.79534,75.82501,2024-11-23,08:13,8.57
30.72212,75.4227,2024-11-23,08:13,4.17
30.66401,75.00478,2024-11-23,08:13,6.65
30.71859,75.42331,2024-11-23,08:13,4.17
30.65881,75.01929,2024-11-23,08:13,6.77
30.76704,75.9813,2024-11-23,08:13,3.76
30.69662,75.59205,2024-11-23,08:13,16.35
30.73238,75.87934,2024-11-23,08:13,1.26
30.7321,75.88264,2024-11-23,08:13,1.81
30.6978,75.78658,2024-11-23,08:13,2.55
30.67917,75.66975,2024-11-23,08:13,5.38
30.67978,75.67442,2024-11-23,08:13,5.38
30.68518,75.71658,2024-11-23,08:13,3.13
30.67864,75.72247,2024-11-23,08:13,3.58
30.62576,75.59325,2024-11-23,08:13,2.69
30.66253,75.88451,2024-11-23,08:13,3.99
30.56593,75.23983,2024-11-23,08:13,4.17
30.59865,75.49417,2024-11-23,08:13,7.84
30.61267,75.66196,2024-11-23,08:13,3.29
30.61318,75.91032,2024-11-23,08:13,6.56
30.67269,76.38353,2024-11-23,08:13,2.48
30.52999,75.40636,2024-11-23,08:13,4.83
30.52647,75.40697,2024-11-23,08:13,2.22
30.54731,75.62387,2024-11-23,08:13,12.36
30.54376,75.62447,2024-11-23,08:13,12.36
30.5712,75.89789,2024-11-23,08:13,2.74
30.51301,75.55421,2024-11-23,08:13,5.95
30.47896,75.37343,2024-11-23,08:13,11.19
30.44516,75.16809,2024-11-23,08:13,4.7
30.44574,75.17255,2024-11-23,08:13,4.7
30.48299,75.48904,2024-11-23,08:13,1.77
30.23249,75.18852,2024-11-23,08:13,34.76
30.20876,75.06187,2024-11-23,08:13,11.31
30.20529,75.06248,2024-11-23,08:13,11.31
30.30694,75.88469,2024-11-23,08:13,3.66
30.24916,75.56155,2024-11-23,08:13,2.52
30.31498,76.10029,2024-11-23,08:13,3.19
30.29618,75.98153,2024-11-23,08:13,4.25
30.29259,75.98212,2024-11-23,08:13,3.24
30.23158,75.64882,2024-11-23,08:13,4.38
30.21325,75.61909,2024-11-23,08:13,2.12
30.16097,75.46518,2024-11-23,08:13,2.61
30.17136,75.6309,2024-11-23,08:13,18.48
30.12884,75.4108,2024-11-23,08:13,7.83
30.12942,75.4153,2024-11-23,08:13,7.83
30.12901,75.41395,2024-11-23,08:13,15.64
30.11551,75.39331,2024-11-23,08:13,1.87
30.07374,75.15977,2024-11-23,08:13,2.82
30.03247,75.01038,2024-11-23,08:13,2.24
30.00313,75.10927,2024-11-23,08:13,4.52
30.0037,75.11365,2024-11-23,08:13,5.02
30.00129,75.25815,2024-11-23,08:13,5.82
30.00056,75.25727,2024-11-23,08:13,5.43
29.99471,75.2402,2024-11-23,08:13,3.05
29.99123,75.24081,2024-11-23,08:13,3.05
29.96799,75.22679,2024-11-23,08:13,1.54
29.92723,75.02802,2024-11-23,08:13,2.54
29.79158,75.4129,2024-11-23,08:13,2.01
29.78808,75.4135,2024-11-23,08:13,1.51
29.77873,75.39691,2024-11-23,08:13,3.05
29.74709,75.18613,2024-11-23,08:13,1.75
29.77001,75.41206,2024-11-23,08:13,3.24
29.76007,75.36385,2024-11-23,08:13,12.01
29.76065,75.36829,2024-11-23,08:13,7.66
29.71126,75.21027,2024-11-23,08:13,2.32
29.74668,76.00576,2024-11-23,08:13,7.35
29.74728,76.01044,2024-11-23,08:13,9.0
29.7431,76.00636,2024-11-23,08:13,1.18
29.62528,75.18839,2024-11-23,08:13,2.03
29.62586,75.19276,2024-11-23,08:13,9.39
29.6224,75.19335,2024-11-23,08:13,21.42
29.7074,75.87002,2024-11-23,08:13,6.36
29.60797,75.2718,2024-11-23,08:13,4.12
29.60855,75.27619,2024-11-23,08:13,7.63
29.60277,75.25928,2024-11-23,08:13,4.13
29.60566,75.28117,2024-11-23,08:13,6.28
29.60276,75.28616,2024-11-23,08:13,3.18
29.59928,75.28677,2024-11-23,08:13,3.35
30.52113,75.94357,2024-11-23,08:13,3.08
30.47489,75.83998,2024-11-23,08:13,2.38
30.36897,75.13499,2024-11-23,08:13,2.91
30.44267,75.81654,2024-11-23,08:13,8.98
30.43009,75.86193,2024-11-23,08:13,3.48
30.39418,75.60612,2024-11-23,08:13,9.4
30.42705,75.89622,2024-11-23,08:13,5.14
30.34052,75.272,2024-11-23,08:13,3.94
30.3442,75.43957,2024-11-23,08:13,2.17
30.34019,75.4913,2024-11-23,08:13,1.81
30.3196,75.4716,2024-11-23,08:13,3.35
30.33863,75.67441,2024-11-23,08:13,2.21
29.26949,76.61243,2024-11-23,20:38,1.25
29.12428,75.77847,2024-11-23,20:38,0.47
28.82037,76.85109,2024-11-23,20:38,0.52
28.74369,76.92963,2024-11-23,20:38,0.57
29.58399,75.05532,2024-11-23,20:38,0.51
29.57517,75.1626,2024-11-23,20:38,0.5
29.58294,75.10967,2024-11-23,20:38,0.67
29.40561,76.39234,2024-11-23,20:38,0.62
30.88268,75.99617,2024-11-23,20:38,0.4
29.52258,75.09812,2024-11-23,20:38,0.41
29.51543,75.21792,2024-11-23,20:38,0.33
29.53676,75.14268,2024-11-23,20:38,0.39
29.28733,76.30392,2024-11-23,20:38,2.08
28.99731,76.21635,2024-11-24,07:54,2.02
29.04124,76.59683,2024-11-24,07:54,1.22
28.99617,76.33743,2024-11-24,07:54,2.45
